,"Cultivo_de_cereales,_oleaginosas_y_forrajeras","Cultivo_de_hortalizas,_legumbres,_flores_y_plantas_ornamentales",Cultivo_de_frutas_y_nueces,Cultivos_industriales,Produccion_de_semillas,"Cria_de_ganado_y_produccion_de_leche,_lana_y_pelos",Produccion_de_granja,Servicios_agropecuarios,Caza,Silvicultura_y_extraccion_de_madera,Pesca,"Extraccion_de_petroleo,_gas,_carbon_y_uranio",Extraccion_de_minerales_metaliferos,Extraccion_de_otros_minerales,"Matanza_de_animales,_conservacion_y_procesamiento_de_carnes",Elaboracion_y_conservacion_de_pescado_y_productos_de_pescado,"Elaboracion_y_conservacion_de_frutas,_legumbres_y_hortalizas",Aceites_y_subproductos_oleaginosos,Productos_lacteos,Molienda_de_trigo_y_de_otros_cereales,Alimentos_balanceados,Productos_de_panaderia,Azucar,"Cacao,_chocolate_y_productos_de_confiteria",Pastas_alimenticias,Otros_productos_alimenticios,Bebidas_alcoholicas,Produccion_vitivinicola,Cerveza_y_malta,"Gaseosas,_agua_mineral_y_otras_bebidas_no_alcoholicas",Productos_de_tabaco,"Fibras,_hilados_y_tejeduria_de_productos_textiles",Acabado_de_productos_textiles,Fabricacion_de_productos_textiles,Tejidos_de_punto,"Prendas_de_vestir,_terminacion_y_tenido_de_pieles",Curtido_y_terminacion_de_cueros,Marroquineria_y_talabarteria,Calzado_y_sus_partes,Aserraderos,Madera_y_sus_productos,Celulosa_y_papel,Papel_y_carton_ondulado_y_envases_de_papel_y_carton,Productos_de_papel_y_carton,"Edicion_de_libros,_folletos,_grabaciones_y_otras_ediciones",Edicion_de_periodicos_y_revistas,Impresiones_y_reproduccion_de_grabaciones,Refinacion_de_petroleo,Quimica_basica,Fertilizantes_y_plaguicidas,Materias_primas_plasticas_y_caucho_sintetico,Pinturas_y_barnices,Productos_medicinales,"Jabones,_detergentes_y_cosmeticos",Otros_productos_quimicos,Fibras_sinteticas_manufacturadas,"Cubiertas,_camaras_y_recauchutado_de_cubiertas",Productos_de_caucho,Productos_de_plastico,Vidrio_y_productos_de_vidrio,Productos_de_ceramica_refractaria_y_no_refractaria_para_uso_no_estructural,Arcilla_y_ceramica_no_refractaria_para_uso_estructural,"Cemento,_cal_y_yeso","Articulos_de_hormigon,_cemento_y_yeso",Industrias_basicas_de_hierro_y_acero,Metalurgia_de_no_ferrosos,Fundicion_de_metales,"Estructuras_metalicas,_tanques,_depositos_y_generadores_de_vapor","Forja,_laminado_y_tratamiento_de_metales",Articulos_de_cuchilleria_y_ferreteria_y_herramientas_de_mano,Otros_productos_metalicos,"Motores,_turbinas,_bombas_y_compresores","Engranajes,_hornos,_elevadores_y_otras_maquinarias_de_uso_general",Tractores_y_maquinaria_agricola,Otra_maquinaria_de_uso_especial,Aparatos_de_uso_domestico,Maquinas_de_oficina_e_informatica,"Motores,_generadores_y_transformadores_electricos",Aparatos_de_control_y_distribucion_de_energia_electrica,Hilos_y_cables_aislados,Acumuladores_y_pilas,Lamparas_electricas_y_equipos_de_iluminacion,"Tubos_y_transmisores_de_radio,_TV_y_telefonia",Receptores_de_radio_y_TV,"Instrumentos_medicos,_opticos_y_de_precision_y_relojes",Vehiculos_automotores,Carrocerias_y_remolques,Autopartes,"Buques,_locomotoras_y_aeronaves","Motocicletas,_bicicletas_y_otros_tipos_de_transportes",Muebles_y_colchones,Otras_industrias_manufactureras,Electricidad,Gas,Agua,Construccion,Comercio_mayorista,Comercio_minorista,Hoteles,Restaurantes,Transporte_terrestre_de_pasajeros,Transporte_terrestre_de_carga,Transporte_por_tuberias,Transporte_maritimo,Transporte_aereo,Actividades_de_transporte_complementarias,Correos,Telecomunicaciones,Instituciones_Financieras,Seguros,Servicios_a_las_empresas_y_profesionales,Actividades_inmobiliarias,Administracion_publica_y_defensa_y_planes_de_la_seguridad_social_de_afiliacion_obligatoria,Ensenanza_publica,Ensenanza_privada,Salud_humana_publica,Salud_humana_privada,Servicios_veterinarios,Servicios_sociales,Servicios_de_saneamiento,Actividad_de_asociaciones,"Servicios_de_cine,_radio_y_television","Servicios_personales,_de_reparacion,_actividades_deportivas_y_de_esparcimiento",Servicio_domestico,DEMANDA_INTERMEDIA,BIENES,SERVICIOS,X,C_HOG,T_HOG,SUBTOTAL_HOGARES,C_ONG,C_GOB,C_TOT,IBIF,VARSTOCK,I_TOT,DF_TOT,D_TOT,CIFFOB,D_TOTAJU
Arcilla_y_ceramica_no_refractaria_para_uso_estructural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.966694,0,0,97.38467269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817119.3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.464979,0,0,0,0,0,0,0,0,0,0,0,0,0,819237.145,40699.29703,4.938791155,40704.23583,0,0,0,0,0,0,0,22445.7186,22445.7186,63149.95443,882387.0994,0,882387.0994
"Cemento,_cal_y_yeso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225.952912,0,0,0,0,0,0,0,0,0,0,0,0,0,791.9887833,0,0,0,0,815.8380935,0,0,0,0,0,0,3548.19243,66.32207749,0.81059543,34.16457087,0,0,733.3314769,0,0,10.74459629,0,0,1961.414122,6240.233037,53246.33845,63078.38341,2955.320552,0,121.5773703,16.81960065,65.32610795,0,13216.66902,0,0,0,0,0,0,0,0,0,0,0,0,0,1184.810283,0,0,336.392013,0,0,0,0,0,0,3025.388271,730489.5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883165.6083,11094.68698,0,11094.68698,0,0,0,0,0,0,8414.760697,61675.77724,70090.53793,81185.22491,964350.8333,0,964350.8333
"Articulos_de_hormigon,_cemento_y_yeso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.96010824,81.60091902,0,57604.91991,0,0,0,0,0,0,85.1525814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619534.6935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2543.855011,0,0,0,0,0,0,0,0,0,0,0,0,0,679948.182,3130.12568,0,3130.12568,0,0,0,0,0,0,0,20965.30792,20965.30792,24095.4336,704043.6156,0,704043.6156
Industrias_basicas_de_hierro_y_acero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133331.314,0,10358.42971,1640.505854,136838.9744,970.1796671,11589.59735,52468.03412,105941.2859,103163.4311,89708.89529,232488.1742,0,18482.31436,12629.34042,1338.880032,7794.867541,11121.3493,251.2994655,230.6282319,12707.07071,27295.76158,110153.9768,112896.188,15629.28377,19828.2797,0,0,0,0,0,1125669.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5783.555749,0,0,0,0,0,0,0,0,0,0,0,3360311.042,870083.3176,0,870083.3176,0,0,0,0,0,0,0,356121.7936,356121.7936,1226205.111,4586516.154,0,4586516.154
Metalurgia_de_no_ferrosos,0.497364355,3.454421299,0.234072934,1.55153375,0.093203409,13.98422137,0.402373161,0.085066125,5.15E-06,19.44602587,10.02702947,0,0,0,0.457656992,0,0.058613217,0.0194823,0,0.03742362,0.033014082,0.258714003,0.03634534,0.082216101,0.113289582,0.068367707,0.0035199,0.1636615,0,0.078447964,0.056798566,0.270891209,0.046248218,0.075911956,0.037986095,0.225730989,0.209576457,0.013459817,0,0.038873753,4904.095581,705.4519222,3381.529098,729.8516958,0,341.7264867,586.8646409,0,1376.001526,0.06381025,0.024459869,5921.397986,0.111967088,0.083607624,0.03307596,0.002718831,0.063760087,0,6845.123095,327.1280242,2730.160561,0.089779448,98.52835435,0.853640268,28388.78193,207435.1013,3326.208649,35498.8726,13485.04688,5807.7316,52113.65621,12000.43765,22798.40182,3791.687843,2408.419478,28244.62587,0,13177.18474,11856.72801,85913.18358,34422.81307,33288.66342,7960.904731,2218.861611,4478.938378,2.709545473,3809.913798,24708.25916,4205.33034,117.3112197,3485.680674,1946.192249,6.817717837,0,0,75349.93266,0,0,0,0,0,0,0,0,0,0,0,13.61598682,0,0,14889.79718,0,2079.697837,104.9830134,221.6647487,1433.48905,0,0,0,0,0,0,0.005835812,0,768992.9977,206530.1167,0,206530.1167,0,0,0,0,0,0,0,-5460.233716,-5460.233716,201069.883,970062.8807,0,970062.8807
Fundicion_de_metales,0.116971038,0.816549286,0.055306333,0.366667017,0.02194705,3.305795932,0.093579002,0.019612705,0,4.597468383,2.369934114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159.42636,166.7612585,799.4601696,172.542933,0,80.76289291,138.6895651,0,325.3081757,0,0,1399.96174,0,0,0,0,0,0,33778.45345,118.7841617,645.4681198,0,0,0,6932.255933,47518.23868,52339.35712,211271.0267,4484.257483,79331.54966,241747.6628,30346.51088,6323.059092,25451.58378,569.4119663,20767.25134,0,3114.755636,2803.099285,20311.35974,8138.349719,7870.291477,1882.109037,524.5894268,1058.838564,0,19054.94895,7400.471802,1228.816959,27.73052747,94243.71467,1262.082692,0,0,468.58251,18108.51092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.86474343,0,42.45264073,24.80870732,52.38212057,80.08847587,0,0,0,0,0,0,0,0,953597.3967,48826.41884,0,48826.41884,0,0,0,0,0,0,0,-1292.990003,-1292.990003,47533.42883,1001130.825,0,1001130.825
"Estructuras_metalicas,_tanques,_depositos_y_generadores_de_vapor",1268.573793,234.1404368,176.7374162,452.4292385,122.662048,473.6211852,57.87295522,64.59090552,17.14022514,90.09735292,263.7794066,0.442780859,0.001348931,0.000520374,114.3532948,0.146289377,124.5310038,0.834502217,55.34410833,50.29672252,16.8442567,76.95036239,73.90376108,17.41021616,60.37181755,14.71953899,0.828144951,53.40769491,0.828816248,61.79223557,24.71928285,5.002801955,17.86518207,16.56339827,8.120225899,52.06929214,31040.85084,0.583956557,30.95763182,84.86323572,103.733676,15.46997348,0.495935989,34.33302522,3.71074377,2.616492209,1.194749934,0.078619272,49.0400985,22.37151762,7.185682541,23.87564434,22.65025502,22.03524381,1.202801946,3.20226865,0.878735493,19.27146978,237.530037,25.54927514,20.69119671,81.99692478,0.789665395,66.08499665,483.170864,2342.976485,0.169392675,119650.2969,2959.788233,451.1625832,1125.371218,880.3977026,1212.585203,1555.633125,306.5003577,2683.15139,0.000406917,0,0,4.116535421,43.90358472,0.026968815,11.18243951,115.4840896,65.56939437,1.676740222,2.646132847,22.05635925,11.23718221,0.631930342,88.45520727,0,9463.078119,6.79E-05,241.3570481,581880.0104,123.7424662,235.1892362,0.730919754,13.83768935,0,0.000279536,0.000273755,3.69E-05,0,0.000430987,0,0,0,0,4437.996536,0.00545249,27371.94934,1.942034104,3.919833984,0.586449676,0,0.057016641,40.05400989,0,40.65119789,0,1.145759411,0,793866.6823,53862.16847,7.920753126,53870.08922,17937.0044,304.5177481,18241.52214,0,0,18241.52214,202476.7696,-12980.09278,189496.6768,261608.2882,1055474.97,0,1055474.97
"Forja,_laminado_y_tratamiento_de_metales",0.01773395,1.416739156,0.008384979,1.04867871,1.03384462,3.857538376,441.0014919,0.002973477,0,0.697021043,0.396621677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56940.92613,21746.99447,0,0,369.457609,175.7803432,25.28263309,121.2059583,26.15919132,18218.52809,99470.31007,21.0266906,0,49.31989192,0,0,212.2478525,0,0,0,0,1275.24395,0,245.3393078,2129.796595,684.9029081,1325.415341,1180.040884,0,1337.379428,7114.238991,47665.98779,1094.64701,11220.4197,36819.93789,172849.6277,65253.13984,25330.19016,23709.53382,86.32840713,1012.380238,1957.879258,1141.137777,3571.083173,8038.910492,1233.853185,8059.538428,285.3460848,79.53287304,3013.970345,0,136.5621013,4967.029918,1608.740197,4.2042184,124.9366499,69.76013871,531.9748653,0,6452.721235,35724.39088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01168883,0,6.436234343,3.76124197,7.941640321,12.14219398,0,0,0,0,0,0,0,0,675196.1347,8243.220533,0,8243.220533,0,0,0,0,0,0,0,-140.5307581,-140.5307581,8102.689775,683298.8245,0,683298.8245
Articulos_de_cuchilleria_y_ferreteria_y_herramientas_de_mano,1450.623212,43.11057015,312.250509,6849.914433,68.65459063,16.98364292,3638.041619,3427.936014,0.422363446,453.7158845,7065.689845,4.40E-05,9.55E-06,4.42E-06,25100.1418,18.8775436,50099.3606,0.365496824,1.45892537,36.7676738,11.46773593,63.43835142,67.73064691,20.31416351,43.02231565,27.95546669,2.170155747,31.60824218,20000.37972,35058.82446,35.20255724,101.9633617,19.38334897,28.08724371,20.58222794,35.53512568,22.00179312,1.05647092,23.99101012,57.69926451,15084.06746,28.59350081,46.36320845,31.71629614,3.653643291,21.72610306,93.78452078,11.80233239,1.202756536,14.31665322,32.99964522,30015.40549,39237.08664,30000.6915,0.521891827,9.760225228,9.546187664,11.54689512,131.6420384,14.54579433,0.504859165,91.83460815,0.850304553,43.99439887,127.9138859,29.40248286,12.82031668,36.82584483,41.4979808,26362.47759,9543.731,374.4495234,485.7775379,7.401187165,7.890059916,920.7289734,0.000186426,0,0,6.666800503,7.120729569,0.012355571,10.08513576,44.23465715,48.98788244,50875.77151,11.60780273,51042.44547,30.93182665,2.199831304,32325.84522,0,0,2.78E-05,9.176742523,64503.03706,1543.738308,2562.429295,0,43.21306963,0,5.45E-05,5.70E-05,0,0,9.55E-06,0,0,0,0,0.000111234,0,1006.488804,0.463578761,0.792346897,0,0,0,5745.139196,263.2054779,19.11675174,0,4780.770817,0,522029.2829,1985.808202,0,1985.808202,68764.58076,0,68764.58076,0,0,68764.58076,559.9026238,-1387.435492,-827.532868,69922.85609,591952.139,0,591952.139
Otros_productos_metalicos,99.38226233,117.3000301,491.7851788,5039.402347,7.009609649,89.56438051,6.207900765,23.93112827,0.954479337,17.51928141,153.3504682,124609.5626,6.91E-05,3.30E-05,23213.99743,3892.539527,71176.48995,6095.332291,37289.99422,24.09682239,295.8848607,5145.484374,161.4918126,5618.900409,2324.984016,8751.942744,4126.315088,1589.450834,28719.22228,48448.54108,5393.12094,76.69834799,16.56885179,3645.483101,15.48422519,18615.45026,46.14037119,3507.229591,4171.380098,627.5277905,20471.63579,41.49975527,72.87428381,32.91134301,1.809549047,34.95865185,624.5202656,3199.854275,4139.420128,13178.42668,1836.743026,33384.34045,24721.40833,63913.19882,1077.780081,308.1660721,2423.365967,20708.61745,10569.03697,646.4335727,1614.585231,994.667869,6.474246391,21331.96724,75444.00024,3353.541144,1137.004461,732.937113,1091.47504,1610.813217,106224.106,42195.65959,31811.94251,8809.220048,3002.499375,31905.06763,2.633163086,4915.447059,647.8396562,1786.386831,8893.38701,3619.784067,6411.062914,2383.31509,14189.58527,233495.2022,33478.02194,222091.6478,7115.81441,5857.77614,31350.44305,3157.301159,5923.611182,76.33208769,2163.649736,157781.5899,5.232320908,8.685023083,0.008652591,0,0,0.004660107,0.00518969,0,0,172.1374216,50.51875523,2291.442547,537.9465737,404.3982628,132.4073917,0.162862795,14526.70298,770.8650357,1598.186543,666.839427,1150.062333,0,2.137103645,4975.582692,5.457873852,0,0.982112231,0,1718939.28,146211.2819,0,146211.2819,5445.690479,61.7378785,5507.428358,0,0,5507.428358,303308.1939,134817.2208,438125.4148,589844.1251,2308783.405,0,2308783.405
"Motores,_turbinas,_bombas_y_compresores",444.7942555,58.07766054,1.591647254,99.17285706,23.79901622,116.6007019,99.0561279,29.83425675,0.240425558,26.2887047,2314.504607,7283.267531,0,0,4516.414146,893.6647418,4469.782771,0,0.172798278,1617.904006,502.1807761,2863.708485,3057.435919,908.5774789,1927.194133,1253.427094,185.8743557,2503.008556,0,2656.417353,1577.513498,4729.443209,1450.071813,2183.277991,1589.693476,2626.938473,962.0933061,47.4707095,1959.929962,2581.443114,3795.662117,1278.3132,2148.022091,2381.991858,271.7975475,1739.279316,4467.872907,549.4295872,0.154242202,1045.892345,1528.102244,1191.178577,953.085249,638.1085354,771.4639356,810.6065669,871.7070895,1245.833635,5848.185833,1734.359175,801.6711013,4181.981145,369.2299862,3331.298193,12447.9884,2225.020252,2413.009702,2567.34359,1931.840055,698.9595944,154.7724185,31860.74167,24591.52369,2829.051932,595.182655,55310.79793,0,78.30805914,18.55426078,522.7083749,849.9992581,750.9226705,2519.253774,2515.226675,4066.751969,61766.56884,579.1654653,15778.11538,6732.90423,1342.077583,2631.709943,360.4515078,5733.802025,0,437.2239016,337198.2555,1.090539201,1.809941743,0,0,0,0,0,0,4536.614394,0,0,0,0,0,0.00584146,0,3.61843945,22.94495517,39.77449573,1.030834099,0,0,0,0,889.9350289,0,5.383994559,0,686526.5322,233660.3305,0,233660.3305,220.6852996,0,220.6852996,0,0,220.6852996,17040.77769,-133462.1698,-116421.3921,117459.6237,803986.1559,0,803986.1559
"Engranajes,_hornos,_elevadores_y_otras_maquinarias_de_uso_general",58756.81221,10609.88698,4022.666337,10531.99103,2287.759541,18213.39195,427.6282374,9879.497157,296.8352354,2256.176832,6229.387194,0.001089342,0.0007748,0.00017696,6987.406792,1907.101489,6703.991307,3.308405655,5044.330161,1664.979767,1135.167795,3908.718594,979.8749477,208.4050533,4234.459924,539.0202855,8.989073399,2716.871571,3.437117501,2860.788621,2861.835365,8630.167381,1274.628597,1775.588382,2158.572406,1961.542776,2429.644728,29.46158351,3229.479384,7157.678889,5993.1934,4384.967811,2897.32312,2058.928523,229.6931366,1824.497077,5935.589977,0,1096.134109,1495.270539,536.7357682,1436.782901,459.8451288,145.5867752,4010.647673,33.55395461,898.0467056,622.0174854,14279.76112,1552.500394,687.5902281,1185.726951,11.14286903,944.6889499,14379.41612,2610.509748,0,1323.254542,4.99220589,381.5330322,267.4725292,10993.39286,160818.6681,453.8639397,805.1618154,5022.988242,0.001687494,1437.271367,3087.833785,51.26913568,3285.535725,8.696666587,435.8118529,20.20225367,525.3068982,3021.051358,13.69813178,2619.653225,90.48478634,3.566332453,5639.707895,0,1.091187,0.000258963,11883.28782,178650.1143,12938.03594,12950.36225,0.393734554,12938.60932,0,0.000510732,0.00124857,0,0,0.001456367,35.6188792,81.53624262,0,0,252.9266074,0.326466167,1220.005859,1.654069671,3.488845946,1.130454956,0,0,4.114210636,14800.65046,1553.667052,0,0.298028383,0,711266.3691,154945.9811,0,154945.9811,4087.618598,31.3732415,4118.99184,0,0,4118.99184,639624.3596,-124423.3354,515201.0242,674265.9972,1385532.366,0,1385532.366
Tractores_y_maquinaria_agricola,32961.22608,7485.42485,3764.570064,2483.043353,363.057221,1331.030198,931.2357852,5695.955579,23.94708534,406.2015563,362.6405918,0,0,0,156.2400285,0,171.5805051,446.0090843,77.15831817,1338.319158,368.9740267,111.2136381,891.3223585,587.2333409,82.92723404,987.5726075,0,805.1857414,643.5792409,84.71381237,1784.001975,5.362315878,23.46158213,20.98541498,9.826857941,69.65219349,879.7409957,32.84673594,41.21392451,117.0203392,143.5856332,1239.214629,0,45.57971903,5.99171751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916.0309711,0,0,0,100.9735434,115422.88,10322.24379,225.251711,0,0,0,0,0,0,0,0,0,5336.652018,105.1212452,4274.490633,867.2575979,0,0,0,0,0,0,1350.680193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85864987,0,13637.06868,0,0,0,0,0,0,0,0,0,0,0,219552.3545,25421.64852,6.400689308,25428.04921,0,0,0,0,0,0,805827.7083,36811.43653,842639.1448,868067.194,1087619.549,0,1087619.549
Otra_maquinaria_de_uso_especial,2786.253538,296.2882134,4246.945067,2560.613156,2409.249693,32249.96661,762.4870317,10140.00924,275.974172,445.5804204,5942.499947,20000.02724,5000.008494,14000.00437,2803.658448,981.3921808,811.0265547,226.7479501,195.660788,585.8272251,330.6313494,182.3679864,1087.181492,232.4134721,393.1407643,445.7484017,89.98161225,788.6772438,291.0169996,1080.9362,562.7263535,576.3871974,247.8420142,426.9329367,310.7866039,553.0285737,388.076422,16.54294156,416.5767916,386.7322437,413.5417714,550.9686291,318.6130276,460.1891327,65.47854079,270.197677,510.8038729,10.29788311,49.18429881,265.607775,35.79130327,207.3981029,390.7031427,310.3214147,262.9851952,221.7062076,209.3131707,281.9235289,686.0614991,212.6852267,20.64519567,160.438623,172.378971,1114.150308,111.6086381,202.8839299,11.18610442,1789.283387,36.20821219,54.6281606,29.03383932,995.4573594,1431.278315,367.7730176,79615.94436,6145.541494,0.093941569,11.16528344,17.48967271,30.16718893,245.49929,6.226064833,90.92959127,100.3823345,1964.374442,1063.967984,241.8951247,235.2882354,629.2214275,35.87634842,137.8847216,0,52.49342837,0.013989086,77.61008017,76040.05968,52.30972338,86.82784619,0,0,0,0.028018326,0.031168446,0,0,0.008837181,0,0,0,0,1363.311335,0.002917217,25196.93863,28.28139169,59.64463386,7.141364865,0,0,21.36552831,18407.15854,218.7880658,0.125232343,0.457618684,0,339943.219,137295.4173,4.312057759,137299.7294,70598.24972,162.924541,70761.17426,0,0,70761.17426,488441.8604,-53760.862,434680.9984,642741.902,982685.121,0,982685.121
Aparatos_de_uso_domestico,22.36253126,0.107023915,3.27851159,0.120345676,2.740050827,116.65527,3.387010045,1433.423873,0.035040877,1.419384801,21.63001355,0.001982731,0.00093244,0.000984192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.065281,0,0,0,0,0,0,0,0,0,0.124299461,0,0,0,4.69523001,0,0,0,5.955599842,3.239701402,11.86596277,273.6408536,103918.6843,0,0,0,0,0.33210214,0,0,3423.722879,19.78231171,3567.839132,1.763668519,0,4.682368292,0.247698833,0,0,0.00093244,0,0.722670984,224512.7163,3086.602878,5262.775401,0,211.2134546,0,0,0.00093244,0,0,0,0,0,0,0,87024.73064,0.161604859,85.06883729,26.70289848,53.70050287,0.074190949,0,35.84304981,1183.584508,0,0,0,0,0,434606.7031,27843.18575,0,27843.18575,547945.6619,9025.51811,556971.18,0,0,556971.18,357071.3718,70539.02831,427610.4001,1012424.766,1447031.469,0,1447031.469
Maquinas_de_oficina_e_informatica,13149.74181,2918.333417,1902.910231,3295.948344,1611.403573,2983.531458,3072.69198,3009.067984,20.60849017,1176.290784,90.49731769,3109.062077,52.66330437,313.0234941,97.90480123,13.5295881,121.0774367,60.15207182,204.0056581,119.0011545,28.44743744,89.8410749,145.6832973,53.00570431,110.7401982,116.5666201,7.65117739,95.24079525,36.68148277,202.3908815,74.3990067,127.0014204,47.06252833,78.48298855,57.77398329,129.4974848,63.3548026,3.280862194,87.58845873,119.7661166,179.7601777,81.76752237,128.6513015,2.44027182,0,72.47015095,0,2853.946744,0,1.981956809,6.363558286,1.919149977,9.447506364,5.55850423,4.30273193,0.125451682,1.662162351,4.757120046,0,3.566053386,4.233970115,0,2.139052578,5.807765809,0,4.30775386,7.360314874,3.860319186,4.076262189,4.242951644,10.94027514,0.328453556,1.650573282,3.351076139,0,2.228771294,10868.95564,0,0,1.115254827,0,0,0,0,0,0,2.043442751,0,0,0.700076398,12.30768882,0,67.54897471,97.80980885,193.7857656,0,4203.802799,7447.592244,635.3601089,1609.76943,11.81085826,783.9760626,0,56.12999656,900.4417064,2526.330358,236.0484427,0,0,2134.896114,5302.261108,0,0,1939.051575,0,930.8132263,1377.424533,0,105.906213,2586.720351,0,653.3679584,0,0,87095.11894,29716.00175,0,29716.00175,235857.6232,0,235857.6232,0,0,235857.6232,0,-49882.64742,-49882.64742,215690.9776,302786.0965,0,302786.0965
"Motores,_generadores_y_transformadores_electricos",681.6109078,70.47900017,53.33371551,118.8938874,36.33867459,341.9048879,50.89012294,261.6773254,1.935497577,28.44325116,35.5576288,0.008861335,0.008866047,0.001728514,33.94568238,993.8976488,33.59040769,0.035550761,0.010842489,12.22792282,3.79808761,21.50633614,22.98115756,6.860256292,14.48505185,9.480551896,0.734412015,10.41889117,0.036933845,19.97087801,11.91776527,35.53875136,6.531210173,9.537815666,7.023194714,11.81274855,7.272193476,0.358740225,7.992769529,19.39914863,28.49811842,9.676342505,16.15043194,10.64878846,1.223092067,7.473592682,32.70582517,4.125512901,0,4.725363378,11.47392342,5.101360619,0.060201269,0.506940944,0.050762825,3.30481482,3.24778989,3.7870056,43.92988129,4.784047732,75.73260612,31.39939293,0.21114454,15.00368748,44.71238133,9.957078829,4.481349965,600.5286412,14.50564596,572.7978433,10279.29462,34840.38311,28556.26192,4677.845498,13394.78117,19477.14439,4.114150054,10791.46215,2893.488271,202.2210005,3263.729581,10300.2626,3355.00934,9961.059172,2496.132537,564.4603383,5.334217505,1369.014459,133.1585664,1.188847484,280.1967043,0,35487.79905,0.000102004,4.433211738,36621.31096,324.4527374,538.1760485,5.094791894,249.1434214,0,0.000226121,0.009446295,0,0,0.017727252,0,226.2736059,0,0,17.93483344,0.008196473,554.6228849,109.7553224,232.2669786,0.996093976,0,0,0.216883733,0,6.682272904,0,498.1709579,0,236267.1613,59713.48281,0,59713.48281,6116.459247,1.653864213,6118.113111,0,0,6118.113111,127590.7246,10783.35052,138374.0751,204205.671,440472.8323,0,440472.8323
Aparatos_de_control_y_distribucion_de_energia_electrica,88.25747314,11.0190942,3.480219206,6.547394779,4.581982659,70.86224227,29.81583819,7.013320847,0.156163849,9.278387249,399.8228258,1.50338849,0.004404083,0.001621941,41.29518067,75.29011095,5.247783021,1.756007646,0.546644821,3.407409613,2.978220403,23.23876787,3.273529708,7.231070952,10.22051049,6.171807599,0.294725055,14.76333128,0,6.964731386,4.911130109,24.49865089,4.169756866,6.79387868,3.441569775,19.91914607,19.01830944,1.127005241,0.128575166,3.506832799,10.29167072,9.783844043,7.055478223,4.878347895,0,11.4081327,23.14320765,0.267036837,4.880181679,5.690769675,2.238034956,3.140228597,9.952933986,7.147672495,2.985697977,0.269722515,5.705444095,0.798189516,49.55551935,0.06559546,9.22558781,8.116370605,2.103161992,17.26770476,34.15783725,2.489833626,2.873147536,58.46449787,2.133429909,7.061714546,642.2149502,2223.74656,2125.296214,299.6008413,836.9085673,3983.393089,0,5498.14752,9011.786286,791.783202,449.8468893,643.6759354,431.753666,623.8182352,947.2139266,226.8732174,4.998714955,1.288465107,31.98255617,1.882451595,29.53225655,0,16725.73936,20.49890557,57.80478,163775.7945,765.22713,3255.447607,2.482629181,47.00085224,0,0.000545134,0.000400559,0.000125236,0,0.00139308,0,18067.41876,0,0,337.0566926,0,2801.13506,13.43452117,28.03734763,2.693604286,113.5394269,0.19366172,0.408583564,0,239.7861933,0,130.2171277,0,236415.3528,52511.99291,0,52511.99291,245.3362369,0,245.3362369,0,0,245.3362369,53574.45217,-13440.16091,40134.29126,92891.62041,329306.9732,0,329306.9732
